id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29007384,"Historic Quebec City,",30556477,Jerry,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81711,-71.20708,Entire home/apt,70,32,0,,,1,365
29010049,Perfect Stay,218650816,Denis,,Saint-Sauveur,46.80694,-71.23909,Entire home/apt,145,2,71,2020-03-01,2.68,1,0
29013526,Appartement sur deux étages au Centre-Ville,218679578,Florence,,Saint-Sauveur,46.81205,-71.23191,Entire home/apt,55,2,4,2018-12-12,0.14,1,40
29027320,Entire place/apartment/Free parking & cancellation,105777160,Mosi,,Cité Universitaire,46.78705,-71.26619,Entire home/apt,250,3,0,,,8,0
29093715,3 mois et plus . grand logis,219257140,Chris,,Saint-Sauveur,46.81219,-71.23931,Entire home/apt,115,90,6,2019-01-14,0.21,1,364
29102277,La maison Maréchal,219333103,Marianne,,Saint-Sacrement,46.79067,-71.25387,Entire home/apt,50,30,2,2020-01-09,0.13,1,175
29125855,Luxueux condo avec vue imprenable sur le fleuve,219488429,Lisa,,Chutes-Montmorency,46.87966,-71.15915,Entire home/apt,99,2,48,2020-01-02,1.72,3,0
29181722,♥ Maison luxueuse ♥ Air climatisée *billard * BAR,50286591,Nadine,,Quartier 4-2,46.87543,-71.28588,Entire home/apt,480,2,13,2021-01-03,0.51,4,0
29205908,"V-""Le Petit BONHEUR de Limoilou"" (Parking privé)",197954157,Joanne,,Maizerets,46.8365,-71.22331,Entire home/apt,59,1,140,2020-08-06,4.98,1,360
29233649,superbe appartement spacieux,34543873,Marguerite,,Neufchâtel-Est/Lebourgneuf,46.85458,-71.28709,Entire home/apt,75,1,16,2020-08-27,0.62,2,182
29233766,Urban Loft downtown Quebec City,150711988,Frédéric,,Saint-Roch,46.81425,-71.2232,Entire home/apt,50,2,92,2020-03-18,3.42,1,0
29241335,A nice private room (Bed/TV/WiFi/Not a basement),105777160,Mosi,,Cité Universitaire,46.78487,-71.26716,Private room,141,5,7,2019-09-04,0.26,8,0
29241431,Entire/Free cleaning& cancellation&parking/Netflix,105777160,Mosi,,Cité Universitaire,46.78608,-71.26708,Entire home/apt,249,6,2,2019-06-21,0.08,8,0
29258937,Family apart. /Free cleaning& cancellation&parking,105777160,Mosi,,Cité Universitaire,46.78589,-71.2672,Entire home/apt,300,3,10,2019-08-10,0.36,8,0
29276070,Quebec's Old Town apartment,13339025,Danny,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81324,-71.21167,Entire home/apt,100,2,17,2020-01-05,0.63,1,0
29281462,***OLD QUEBEC-Tourist attractions-Free parking***,214483260,Mermaid,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81574,-71.20743,Entire home/apt,82,2,109,2021-01-31,3.87,1,0
29283558,"Studio moderne, votre demeure dans la ville de QC!",98803178,Dongmei,,Neufchâtel-Est/Lebourgneuf,46.84836,-71.33332,Entire home/apt,39,1,147,2021-01-11,5.20,4,84
29315087,Chambre à louer en plein coeur de sainte foy,107955208,Any-Claude,,Saint-Louis,46.76209,-71.31345,Private room,21,1,1,2018-11-12,0.04,1,0
29333703,Joli logement dans joli quartier,220980660,Claude,,Saint-Roch,46.81109,-71.22463,Entire home/apt,115,2,0,,,1,0
29363626,Montcalm  3 chambres à coucher,206157337,André,,Montcalm,46.79913,-71.23756,Entire home/apt,89,31,0,,,20,283
29365765,Full appartment (6 adults) with parking,176268109,Mélissa,,Quartier 4-5,46.85695,-71.26506,Entire home/apt,85,1,120,2019-10-27,4.38,1,0
29452787,"Luxurious, comfy & cozy family house in Qc city",221849685,Patricia,,Saint-Émile,46.87627,-71.32913,Entire home/apt,379,7,49,2020-03-16,1.76,1,0
29491232,La spacieuse et relaxe - Cozy Private Room,189387717,Chatti,,Saint-Sacrement,46.79753,-71.2501,Private room,50,3,60,2020-09-07,2.14,3,90
29536253,"Somptueux Condo, vue sur fleuve, couper le souffle",219488429,Lisa,,Chutes-Montmorency,46.87962,-71.1596,Entire home/apt,99,2,56,2020-02-24,2.01,3,0
29647839,Adorable Loft at the Heart of Old Quebec,30803358,Richard,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81219,-71.21049,Entire home/apt,34,30,156,2020-09-30,5.63,1,118
29674506,Former convent in Limoilou - Québec,206157337,André,,Vieux-Limoilou,46.82621,-71.22364,Entire home/apt,52,31,2,2019-11-06,0.09,20,254
29734740,Au pied du Cap,223694971,Sylvie,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80253,-71.21079,Entire home/apt,80,2,62,2020-02-21,2.32,1,361
29761021,Chambre la MIEUX située à Québec,3065599,Alex,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80185,-71.22218,Private room,72,1,3,2020-02-15,0.12,1,89
29785697,"Logement entier, L'art du voyageur!",219030171,Pascale,,Vieux-Limoilou,46.82681,-71.22468,Entire home/apt,150,1,48,2019-09-28,1.85,1,179
29788614,Chambre rustique au vieux Quebec,118604085,Eddie & Jo,,Vieux-Limoilou,46.82198,-71.22002,Private room,38,2,3,2019-12-01,0.11,1,365
29791764,"spacious, renovated room downtown 1",3927227,Paul,,Saint-Sacrement,46.79163,-71.24898,Private room,17,30,3,2019-12-21,0.14,3,0
29796280,Loft in the Heart of old Québec with  fireplace,224021912,Alain,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81302,-71.21234,Entire home/apt,106,2,103,2021-01-01,3.79,1,346
29831837,"Québec ""Le Central"" Grand appartement tout équipé",37774255,Estelle,,Vanier,46.81007,-71.26475,Entire home/apt,165,2,36,2020-02-17,1.71,1,252
29872568,La suite,44581067,Brigitte,,Quartier 5-4,46.8576,-71.17375,Entire home/apt,70,90,0,,,1,365
29882481,Loft St-Joseph 2,103462253,Mathieu,,Saint-Sauveur,46.81084,-71.23344,Entire home/apt,45,30,171,2021-01-02,6.34,8,365
29898417,"Cap-Rouge, près de la nature: LA CONFORTABLE",224816658,Jocelyne,,Cap-Rouge,46.76073,-71.35047,Private room,55,1,9,2019-10-14,0.49,1,0
29898658,Loft St-Joseph,103462253,Mathieu,,Saint-Sauveur,46.81062,-71.23243,Entire home/apt,40,30,190,2021-01-07,7.30,8,350
29901481,Les Beaux Moments (#298389),216474561,François,,Quartier 5-4,46.86693,-71.1824,Entire home/apt,170,3,84,2020-12-28,3.15,1,111
29940006,La maison de Kathleen & Eric,78192076,Kathleen,,Val-Bélair,46.84037,-71.40963,Entire home/apt,250,3,10,2020-08-06,0.39,1,0
29961892,7 chambres plus 1 salle avec piscine et spa,24747916,Alex,,Quartier 5-4,46.85752,-71.17702,Private room,1114,1,1,2020-08-02,0.16,3,365
30057613,"**OLD-QUEBEC, tourist attraction, FREE PARKING**",178839591,Jayson,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81386,-71.20706,Entire home/apt,84,2,97,2021-01-11,3.63,1,175
30093301,The bachelor's house,226118715,Pierre,,Quartier 4-3,46.8796,-71.2502,Entire home/apt,177,1,27,2021-02-07,1.05,1,222
30103967,Appartement St Roch avec stationnement  CITQ302317,120731111,Cathy,,Saint-Roch,46.81434,-71.22657,Entire home/apt,93,2,62,2021-01-04,2.39,2,179
30107714,Beau logement à 10 min. du centre ville de Québec,226226452,Carole,,Quartier 5-2,46.87693,-71.19833,Entire home/apt,109,1,104,2020-09-20,3.85,1,288
30174211,''Le City Vintage''  CITQ 302184,41055265,Hélène,,Vieux-Limoilou,46.82067,-71.22409,Entire home/apt,210,2,20,2020-02-17,0.82,2,365
30174894,"Appartement chaleureux, parking privé",30066268,Marie-Lise Et Sébastien,,Lairet,46.83046,-71.23705,Entire home/apt,105,3,25,2020-09-05,0.96,1,88
30177677,Limoilou. Stationnement hors rue possible.,206157337,André,,Vieux-Limoilou,46.82344,-71.22818,Entire home/apt,78,31,1,2019-06-28,0.05,20,365
30181124,Beau logis a louer a Quebec,226722034,Martin,,Saint-Sauveur,46.81068,-71.24062,Entire home/apt,345,31,32,2019-09-26,1.27,1,89
30202613,!! ! appartement + stationnement !! !,226857260,Annie,,Maizerets,46.83497,-71.22524,Entire home/apt,400,1,35,2019-09-01,1.35,1,138
30211944,Vieux Québec  2Bedrooms 2steps level with baby bed,226915449,Cynthia,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8122,-71.21418,Entire home/apt,225,3,5,2019-12-27,0.20,2,15
30234886,"4  1/2  À Charlesbourg, Québec",227063590,Denis,,Quartier 4-6,46.84341,-71.25188,Entire home/apt,80,2,0,,,1,364
30236499,"VOGUE HC,  Old-Limoilou, FREE PARKING",19909639,Louis,,Vieux-Limoilou,46.8236,-71.22909,Entire home/apt,67,2,119,2021-01-10,4.42,17,338
30244480,Live the charm of Old-Qc all inclusive suite 201,49947368,Isabelle,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8113,-71.21162,Entire home/apt,130,29,2,2019-07-31,0.10,27,198
30288250,Superbe logement situé au cœur de Limoilou !!!,227482128,Isabel,,Vieux-Limoilou,46.82731,-71.2292,Entire home/apt,90,1,46,2020-03-07,2.02,1,365
30315568,Clean Appartment downtown Quebec City,7071908,David,,Saint-Sauveur,46.8071,-71.2338,Entire home/apt,52,2,85,2020-04-04,3.20,1,38
30319432,3 1/2 A 5 MIN DE TOUT AVEC DECO SPORTIF,172718385,Stephane,,Maizerets,46.84256,-71.22382,Entire home/apt,83,4,22,2021-01-19,0.85,3,365
30392824,A Place to Fall in Love,53288171,Janet,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81227,-71.21178,Entire home/apt,175,31,0,,,1,83
30420340,Old-Vieux Quebec Condo  voisin Château Frontenac,185368800,Josée,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81135,-71.20828,Entire home/apt,259,2,18,2020-02-16,0.69,1,361
30420814,Modern and cozy town-house,42625770,Krystina,,Saint-Sauveur,46.80769,-71.23759,Entire home/apt,150,2,0,,,1,179
30425473,Appartement vue sur le fleuve,192093247,Jenny,,Quartier 5-4,46.86033,-71.17346,Entire home/apt,115,5,1,2019-01-04,0.04,1,43
30443335,Maison de ville chaleureuse à Québec,228572007,Dany,,Neufchâtel-Est/Lebourgneuf,46.84386,-71.2974,Entire home/apt,300,7,0,,,1,365
30467244,maison lac Beauport ski & vélo de montagne,25710542,Isabelle,,Notre-Dame-des-Laurentides,46.92587,-71.3172,Entire home/apt,165,2,15,2020-08-09,0.93,2,355
30489591,chambre,228834103,Jocelyn,,Vanier,46.81425,-71.25463,Private room,50,1,8,2020-02-16,0.45,1,364
30534607,The  Artsy | 4 pers | calm and bright,27326825,François,,Saint-Sauveur,46.81245,-71.23211,Entire home/apt,78,2,135,2021-01-31,5.31,26,164
30555109,WELL LOCATED 3BR & 3 Floors & 2 Bathrooms,229252041,Bernard,,Saint-Jean-Baptiste,46.81218,-71.21973,Entire home/apt,86,1,205,2021-02-06,7.95,1,260
30570599,Belle et Spacieuse maison à 25 min du vieux Québec,162031068,Amira,,Val-Bélair,46.84032,-71.40609,Entire home/apt,120,2,32,2020-09-20,1.57,1,0
30705798,Grande chambre au coeur de Saint-Jean-Baptiste !,2043192,Marion,,Saint-Jean-Baptiste,46.80938,-71.21941,Private room,50,2,3,2019-08-04,0.12,2,0
30708191,Maison 3 chambres,140320961,Francis,,Loretteville,46.84612,-71.35028,Entire home/apt,175,3,3,2019-12-29,0.12,1,0
30709134,"Cozy room in big apartment in Saint Roch, Quebec.",44153306,Valentina,,Saint-Roch,46.8149,-71.23141,Private room,35,1,18,2019-09-01,0.69,1,0
30713312,Un lieu pour travailler et visiter la belle ville!,135979815,Marie-Chantale,,Vieux-Moulin,46.85577,-71.20692,Private room,25,7,25,2019-07-23,0.96,2,268
30789966,Confortable appartement + Parking!! !! !!,230359416,Host,,Maizerets,46.8347,-71.22594,Entire home/apt,300,2,43,2019-08-04,1.65,1,137
30798091,Belle chambre en plein cœur du quartier branché !,2043192,Marion,,Saint-Jean-Baptiste,46.80968,-71.2213,Private room,35,2,9,2019-09-02,0.39,2,0
30851050,Family Suite,178061549,Auberge,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81491,-71.20364,Private room,9999,1,0,,,2,357
30854503,"Quiet house with parking ""The forest in the city""",230681953,Teresa,,Saint-Louis,46.75734,-71.29013,Entire home/apt,130,2,74,2020-12-23,2.86,1,122
30888148,"Mandala apartment, entirely apartment private",36426879,Eduardo,,Saint-Roch,46.81619,-71.22691,Entire home/apt,80,1,73,2020-03-03,2.79,1,0
30889593,Centre ville - Le 1608; appartement complet,230847714,Émilie,,Saint-Roch,46.81596,-71.22585,Entire home/apt,195,2,28,2020-08-23,1.08,1,365
30947997,Cute Old Quebec Pad Next to Chateau Frontenac,163072058,Francisco,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80977,-71.20755,Entire home/apt,140,1,103,2020-08-02,4.67,4,0
30966875,Cozy historic house in cool neighbourhood,447076,Maxime,,Saint-Roch,46.81792,-71.22089,Entire home/apt,225,1,6,2020-02-18,0.23,1,0
30982352,Les Immeubles Charlevoix - 760310,34462857,Les Immeubles Charlevoix Courtier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81196,-71.21543,Entire home/apt,144,31,5,2019-09-17,0.19,63,310
31078857,FUNCTIONAL AND COZY APARTMENT - CITE LIMOILOU,53451612,Santiago,,Vieux-Limoilou,46.82282,-71.22731,Entire home/apt,78,2,79,2021-02-02,3.06,2,71
31091958,"Magnifique studio, Plaines d'Abraham et Cartier!",65808792,Pierrot,,Saint-Jean-Baptiste,46.80356,-71.22248,Entire home/apt,71,1,9,2020-01-19,0.36,1,0
31102811,Studio dans un quartier calme et central,232418029,Ginette,,Cité Universitaire,46.79148,-71.26517,Entire home/apt,57,31,58,2020-12-06,2.42,1,42
31118093,Un nid romantique et intemporel en ville,2091142,Alexandre,,Saint-Roch,46.81508,-71.22092,Entire home/apt,185,2,88,2021-02-07,3.51,1,207
31141410,appartement au calme et dans un quartier sympa,1273436,Anthony,,Lairet,46.83019,-71.24232,Entire home/apt,45,2,76,2021-01-03,3.37,3,330
31147010,La voyageuse ensoleillée - Cozy Private Room,189387717,Chatti,,Saint-Sacrement,46.7977,-71.25046,Private room,50,3,51,2020-09-06,1.98,3,90
31184508,SMALL WELL LOCATED 1 BR  ! For COUPLE or WORKER !,233130379,Alex,,Saint-Roch,46.81301,-71.2207,Entire home/apt,41,1,88,2020-03-19,3.42,1,111
31186476,one beautiful room in our house with superb vue,51822261,Steven,,Cap-Rouge,46.74879,-71.33188,Private room,180,1,11,2019-09-01,0.43,3,365
31193098,Beau studio à 10mins du Centre-ville,70375554,Mohamed,,Saint-Sauveur,46.81481,-71.23803,Private room,22,1,64,2020-03-14,2.49,1,0
31194501,"Sous-sol complet, aménagé pour vous recevoir",41318174,Roxanne,,Lac-Saint-Charles,46.89957,-71.36767,Private room,60,2,75,2020-09-07,3.01,1,50
31219876,Le gÎte de la Reine Charlotte,5245305,Denis,,Sillery,46.78279,-71.24934,Entire home/apt,35,32,5,2020-10-29,0.23,1,342
31236511,Loft St vallier 1,103462253,Mathieu,,Saint-Sauveur,46.81114,-71.2338,Entire home/apt,42,30,108,2020-12-30,4.20,8,365
31239300,Corporate Rental Quebec City! Free Indoor Parking,34529623,Nancy,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81461,-71.20224,Entire home/apt,74,90,1,2019-07-20,0.05,1,315
31253069,Appartement cosy au cœur de Québec,15005832,Sandrine,,Montcalm,46.80103,-71.22664,Entire home/apt,200,2,3,2019-09-17,0.14,2,83
31265188,Beautiful room for 1 person or a couple.,206454708,Andres,,Val-Bélair,46.86896,-71.44911,Private room,27,1,9,2020-03-13,0.36,1,0
31286775,"Grande chambre, 1 lit queen, stationnement gratuit",180276011,Patricia,,Maizerets,46.83328,-71.22397,Private room,65,2,11,2019-08-28,0.45,1,0
31318165,Magnifique appartement spacieux,234428716,Helene,,Saint-Sauveur,46.81008,-71.23042,Entire home/apt,70,3,87,2020-03-28,3.48,1,40
31386894,Le studio Cohen Locations Vieux Limoilou  298015,9665972,Helene,,Vieux-Limoilou,46.82541,-71.22761,Entire home/apt,68,2,29,2020-11-22,1.25,4,255
31404479,Demi sous-sol bien éclairé,36984968,Marianne,,Sillery,46.78132,-71.24838,Entire home/apt,75,2,9,2020-08-09,0.37,1,178
31492005,Un cocon zen au coeur de la ville,30110889,Yasmine,,Montcalm,46.8004,-71.23629,Entire home/apt,80,30,0,,,1,263
31510508,BIENVENUE CHEZ VOUS!!!,236101697,Béatrice,,Lac-Saint-Charles,46.88771,-71.37268,Entire home/apt,115,3,8,2020-03-06,0.34,1,0
31527279,Cozy room in a split level house - family friendly,236058006,Jennifer,,Chutes-Montmorency,46.8838,-71.15287,Private room,40,1,1,2020-02-16,0.08,2,270
31540464,Au coeur de l'histoire de Québec,9056894,Charles,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81382,-71.20709,Entire home/apt,102,7,4,2020-07-31,0.18,1,178
31563484,Grand 5 1/2 près de tout. Unique! Un vrai trésor!!,126257464,Norbert,,Saint-Roch,46.8129,-71.22665,Entire home/apt,99,31,24,2020-02-21,1.31,1,179
31588293,Charming Appartment ❤️ of Québec (free parking),236784947,Yan,,Saint-Jean-Baptiste,46.80969,-71.2187,Entire home/apt,45,1,131,2021-02-05,5.29,1,18
31617770,Maison entière à Sillery,206157337,André,,Sillery,46.78317,-71.24708,Entire home/apt,80,31,2,2021-01-31,0.11,20,48
31647394,Chambre Luxeuse lit King -Auberge Saint-Antoine-,178061549,Auberge,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81402,-71.20157,Private room,358,1,0,,,2,361
31687814,Confort et ambiance de chalet à 10 min du Vieux Qc,4166361,Marjolaine,,Quartier 5-4,46.87314,-71.17209,Entire home/apt,95,3,7,2020-09-07,0.29,1,0
31713510,Chambre confortable,214475614,Denis,,Quartier 5-4,46.87045,-71.17722,Private room,60,2,26,2019-11-10,1.08,2,365
31714340,Cottage-style apartment in Sainte-Foy,30255138,Claire Et Guillaume,,Plateau,46.77762,-71.32673,Entire home/apt,63,1,22,2020-03-08,0.88,1,0
31721316,Chambre libre dans une jolie maison de ville,237951891,Janick,,L'Aéroport,46.77169,-71.37822,Private room,55,1,0,,,2,88
31729379,L'Adresse / The Address Loft #101,191178320,Michael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80371,-71.21875,Entire home/apt,122,1,1,2020-01-12,0.08,14,309
31739831,Au cœur du VIEUX QUÉBEC/OldQuebec inside the gate/,238061447,Vincent,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8148,-71.21237,Entire home/apt,68,1,73,2020-10-04,2.99,1,163
31773723,WARM AND SPACIOUS APARTMENT CLOSE TO OLD QUEBEC,238198999,Danielle,,Montcalm,46.80252,-71.22983,Entire home/apt,146,2,76,2020-12-06,3.11,1,226
31786673,L'Adresse / The Address Loft #102,191178320,Michael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80372,-71.21999,Entire home/apt,122,1,1,2021-01-01,0.73,14,315
31789411,L'Adresse / The Address Loft #105,191178320,Michael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80361,-71.21871,Entire home/apt,159,1,1,2020-02-09,0.08,14,205
31792373,Awesome loft in Downtown Quebec,238260421,Vincent,,Saint-Roch,46.81523,-71.21875,Entire home/apt,44,1,82,2021-02-04,3.37,1,361
31792815,L'Adresse / The Address Loft #208,191178320,Michael,,Saint-Jean-Baptiste,46.80495,-71.22039,Entire home/apt,134,1,2,2020-01-01,0.15,14,314
31793780,L'Adresse / The Address Loft #209,191178320,Michael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80351,-71.21877,Entire home/apt,146,1,2,2020-03-01,0.17,14,0
31794352,L'Adresse / The Address Loft #310,191178320,Michael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80346,-71.21914,Entire home/apt,166,1,0,,,14,205
31795027,L'Adresse / The Address Loft #311,191178320,Michael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.804,-71.21856,Entire home/apt,147,1,1,2020-02-29,0.09,14,291
31796583,L'Adresse / The Address Loft #312,191178320,Michael,,Saint-Jean-Baptiste,46.80564,-71.2206,Entire home/apt,147,1,1,2020-02-09,0.08,14,203
31802983,L'Adresse / The Address Loft #015,191178320,Michael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80524,-71.21885,Entire home/apt,137,1,1,2020-02-22,0.08,14,312
31820813,"Clean Modern Downtown Condo, Short Walkto Old Town",11392732,B&J,,Saint-Roch,46.8118,-71.22805,Entire home/apt,159,1,52,2020-11-29,2.27,2,357
31825514,"Chambre confortable, sans frais supplémentaire",223418734,Lionel + Danielle,,Plateau,46.78133,-71.31987,Private room,20,20,53,2019-12-15,2.17,3,61
31847828,Au cœur de Limoilou,71014118,Thierno,,Lairet,46.83618,-71.25363,Entire home/apt,50,1,8,2020-01-05,0.33,1,0
31857681,Entire place/Free cleaning& cancellation& parking,105777160,Mosi,,Cité Universitaire,46.78392,-71.2656,Entire home/apt,400,1,3,2019-07-03,0.12,8,0
31876607,Le 475 Avrillet ( Bright House ),149140001,Guyaume,,Quartier 5-2,46.87532,-71.20684,Entire home/apt,300,30,0,,,1,173
31905790,Near Water home(entire floor free parking),234981873,Hongyu,,Chutes-Montmorency,46.87818,-71.15581,Entire home/apt,45,1,5,2019-09-07,0.21,1,0
31929036,Centre ville - Un loft moderne et historique,154199280,Pierre,,Saint-Roch,46.8159,-71.22578,Entire home/apt,120,1,59,2020-09-07,2.80,2,362
31959179,Unique character downtown Qc City,239622569,Marie,,Saint-Jean-Baptiste,46.8104,-71.21933,Entire home/apt,199,30,40,2020-02-05,1.73,1,179
31989777,"Nice 4 1/2 St-Roch,  parking, 5 min from downtown",200225447,Stéphan,,Saint-Sauveur,46.80893,-71.23018,Entire home/apt,129,2,15,2020-08-16,0.68,2,0
31993288,Le Cachet#full 2 bdrs apt (1-6 pers)# downtown,191096612,Keira,,Saint-Roch,46.81343,-71.23093,Entire home/apt,119,32,54,2020-09-13,2.22,3,0
31993619,"Le Bali-ts 
Quartier Montcalm, Vieux-Québec",236901883,Marie-Josée,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80228,-71.22303,Entire home/apt,129,1,18,2020-02-17,0.76,1,25
32020742,Jolie appartement a partager 7min centre ville,194055805,Nabil,,Quartier 4-6,46.83739,-71.25629,Shared room,50,1,8,2019-08-28,0.33,3,173
32032991,3-LEVEL HOUSE - 10 MIN. to the Main Attractions!,47801052,Gilbert,,Quartier 5-4,46.86747,-71.18256,Entire home/apt,495,2,4,2019-11-10,0.21,3,350
32065543,L'Avenue Ducharme 302038,141188191,Laurie,,Vanier,46.8105,-71.26362,Entire home/apt,65,1,80,2020-05-01,3.31,1,315
32080147,La tanière de Limoilou,240586676,Audrey,,Vieux-Limoilou,46.83048,-71.23238,Entire home/apt,80,1,99,2020-10-02,4.10,1,219
32080984,"Stellar location, cozy bedroom!",240593505,Tracy,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81361,-71.2025,Private room,99,2,39,2020-09-07,1.66,1,180
32112050,Appartement 4 1/2 a partager,194055805,Nabil,,Quartier 4-6,46.83904,-71.25634,Shared room,50,1,3,2019-09-02,0.12,3,179
32119697,Charmante chambre d'hôte,189030260,Charland,,Saint-Sauveur,46.80567,-71.2385,Private room,60,7,5,2020-02-21,0.25,1,358
32123286,"Idéal pour les familles, au cœur de la ville",66897554,Dominic,,Duberger-Les Saules,46.81462,-71.27774,Entire home/apt,149,3,3,2019-08-24,0.13,1,0
32141063,Jolie Chambre au cœur du vieux-Limoilou,59651625,Simon,,Vieux-Limoilou,46.82522,-71.23441,Private room,30,2,3,2019-11-01,0.13,1,0
32190294,Beautiful room with parking near  downcity,194055805,Nabil,,Quartier 4-6,46.83899,-71.2551,Shared room,50,1,3,2019-09-02,0.16,3,19
32195060,Centre ville - Un logement moderne et historique,154199280,Pierre,,Saint-Roch,46.81594,-71.2258,Entire home/apt,120,1,49,2020-08-02,2.04,2,362
32204626,Nouvo St-Roch LOFT - Downtown,49947368,Isabelle,,Saint-Roch,46.81299,-71.22643,Entire home/apt,73,2,59,2020-08-19,2.62,27,362
32206403,"HEART OF OLD QUEBEC, 2 BEDROOMS, IDEAL LOCATION",25297811,Gabriel,,Saint-Jean-Baptiste,46.81012,-71.22194,Entire home/apt,75,2,88,2021-01-23,3.64,1,179
32208854,Domino2,180284453,Danielle Et Gesner,,Quartier 4-3,46.87034,-71.23634,Private room,40,2,41,2020-09-07,1.68,3,300
32213249,Maison chaleureuse et confortable (CITQ #301524),61505705,Johanne,,Sillery,46.78233,-71.24971,Entire home/apt,150,4,4,2019-08-31,0.21,1,96
32223538,Tinybrik | centre-ville,133839656,Marie-Chantal,,Saint-Roch,46.81207,-71.22336,Entire home/apt,99,2,2,2021-01-03,1.33,2,22
32225358,L'Oasis Saint-Roch,104710946,Francis,,Saint-Roch,46.81219,-71.23081,Entire home/apt,90,32,46,2020-10-31,1.90,1,0
32233013,Grand Urbain luxe tous inclus localisation idéale,150759971,J David,,Saint-Sauveur,46.81152,-71.2318,Entire home/apt,133,2,103,2020-12-06,4.57,1,79
32257672,Le meilleur des deux mondes,242094286,Lynda,,Saint-Jean-Baptiste,46.81096,-71.22388,Entire home/apt,51,31,0,,,1,316
32268070,Cozy loft in Old Quebec - Reading Nook,184447045,Audrey,,Saint-Jean-Baptiste,46.80935,-71.21944,Entire home/apt,68,2,11,2019-12-30,0.48,1,0
32311742,Chambre avec lit double,223418734,Lionel + Danielle,,Plateau,46.78133,-71.31987,Private room,17,10,47,2020-04-01,1.94,3,0
32353069,Superbe Loft Avec Tranquilité ( Vieux Québec ),241075111,Eric,,Saint-Jean-Baptiste,46.81055,-71.21857,Entire home/apt,69,1,103,2021-01-01,4.26,5,130
32363278,"Le 315B Locations Vieux Limoilou ""Parking""",9665972,Helene,,Vieux-Limoilou,46.82415,-71.22849,Entire home/apt,71,2,20,2020-03-18,0.96,4,244
32370548,Le Refuge,21460439,Christian,,Notre-Dame-des-Laurentides,46.92223,-71.35234,Entire home/apt,74,2,19,2020-09-13,0.84,1,31
32396884,The Old Quebec Cozy Appartment,34131128,Samuel,,Saint-Jean-Baptiste,46.80832,-71.22639,Entire home/apt,35,1125,28,2020-05-30,1.18,2,270
32445239,Good location in Sainte foy near from Quebec City,242591076,Ana,,Saint-Louis,46.75962,-71.28439,Entire home/apt,95,2,7,2020-08-16,0.30,2,179
32447610,Small & cozy room at 15min from Chateau Frontenac!,190796555,Doudlie,,Saint-Roch,46.81778,-71.21956,Private room,45,3,32,2020-02-17,1.35,1,0
32515631,"3-1/2  Québec city, 10min downtown 5min water fall",77511575,Martin,,Quartier 5-2,46.88136,-71.19591,Entire home/apt,70,2,75,2020-12-31,3.18,1,177
32521552,"Appartement Québec,city",208703194,Jason,,Saint-Sauveur,46.80457,-71.24494,Entire home/apt,180,3,0,,,2,178
32575925,3 chambres privé dans un Logement 6 1/2,244819906,Chave,,Plateau,46.77368,-71.31712,Entire home/apt,99,2,2,2019-03-10,0.08,1,89
32576354,Le calme en banlieue,36902486,Suzanne,,Neufchâtel-Est/Lebourgneuf,46.86469,-71.34033,Entire home/apt,120,3,6,2020-08-30,0.87,1,122
32604561,"Condo 2 chambres avec cachet, quartier branché",11886075,Guillaume,,Saint-Roch,46.81618,-71.22155,Entire home/apt,95,2,0,,,1,161
32605370,"OLD QUEBEC, FREE INTERIOR PARKING, IDEAL LOCATION",110956927,Claude,,Saint-Jean-Baptiste,46.80743,-71.22362,Entire home/apt,60,2,107,2021-01-15,4.54,1,179
